Year,Region,School,School_Key,Measure_Code,Measure_Name,min,max,mean,count,Subgroup_Gap
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,peer,Student Peer Relationships,43,43,43,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,math,Math Instruction,26,26,26,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,engl,English Instruction,39,39,39,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,engg,Academic Engagement,36,36,36,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,acno,Peer Support for Academic Work,31,31,31,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,trts,Student-Teacher Trust,33,33,33,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,stdy,Rigorous Study Habits,52,52,52,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,engl,English Instruction,42,42,42,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,safe1,Safety,43,43,43,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,rigr,Classroom Rigor,40,40,40,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,prs2,Parent Supportiveness,59,59,59,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,pres,Academic Press,32,32,32,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,perc,Academic Personalism,40,40,40,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,peer,Student Peer Relationships,46,46,46,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,math,Math Instruction,48,48,48,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,humr,Human & Social Resources in the Community,51,51,51,1,0
2026,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,scie,Inquiry-Based Science Instruction,44,44,44,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,pres,Academic Press,34,34,34,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,perc,Academic Personalism,28,28,28,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,peer,Student Peer Relationships,22,22,22,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,math,Math Instruction,36,36,36,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,humr,Human & Social Resources in the Community,31,31,31,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,engl,English Instruction,57,57,57,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,engg,Academic Engagement,32,32,32,1,0
2026,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,clar,Course Clarity,36,36,36,1,0
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,peer,Student Peer Relationships,67,67,67,1,0
2026,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,trts,Student-Teacher Trust,29,29,29,1,0
2026,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,stdy,Rigorous Study Habits,49,49,49,1,0
2026,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,scie,Inquiry-Based Science Instruction,57,57,57,1,0
2026,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,safe1,Safety,33,33,33,1,0
2026,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,rigr,Classroom Rigor,43,43,43,1,0
2026,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,prs2,Parent Supportiveness,24,24,24,1,0
2026,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,pres,Academic Press,38,38,38,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,clar,Course Clarity,41,41,41,1,0
2026,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,acno,Peer Support for Academic Work,49,49,49,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,trts,Student-Teacher Trust,24,24,24,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,stdy,Rigorous Study Habits,44,44,44,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,safe1,Safety,30,30,30,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,rigr,Classroom Rigor,50,50,50,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,pres,Academic Press,62,62,62,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,perc,Academic Personalism,35,35,35,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,peer,Student Peer Relationships,30,30,30,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,prs2,Parent Supportiveness,38,38,38,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,engl,English Instruction,50,50,50,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,engg,Academic Engagement,55,55,55,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,acno,Peer Support for Academic Work,43,43,43,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,trts,Student-Teacher Trust,18,18,18,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,stdy,Rigorous Study Habits,35,35,35,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,scie,Inquiry-Based Science Instruction,40,40,40,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,safe1,Safety,28,28,28,1,0
2026,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,rigr,Classroom Rigor,35,35,35,1,0
2026,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,math,Math Instruction,40,40,40,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,humr,Human & Social Resources in the Community,19,19,19,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,engl,English Instruction,40,40,40,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,engg,Academic Engagement,30,30,30,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,clar,Course Clarity,26,26,26,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,acno,Peer Support for Academic Work,24,24,24,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,trts,Student-Teacher Trust,26,26,26,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,stdy,Rigorous Study Habits,38,38,38,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,pres,Academic Press,28,28,28,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,safe1,Safety,28,28,28,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,rigr,Classroom Rigor,31,31,31,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,prs2,Parent Supportiveness,27,27,27,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,pres,Academic Press,28,28,28,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,perc,Academic Personalism,30,30,30,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,peer,Student Peer Relationships,35,35,35,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,math,Math Instruction,34,34,34,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,humr,Human & Social Resources in the Community,30,30,30,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,scie,Inquiry-Based Science Instruction,37,37,37,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,peer,Student Peer Relationships,40,40,40,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,math,Math Instruction,52,52,52,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,humr,Human & Social Resources in the Community,25,25,25,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,futr,Importance of High School for the Future,55,55,55,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,engl,English Instruction,42,42,42,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,engg,Academic Engagement,62,62,62,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,clar,Course Clarity,59,59,59,1,0
2026,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,acno,Peer Support for Academic Work,32,32,32,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,math,Math Instruction,16,16,16,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,stdy,Rigorous Study Habits,16,16,16,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,scie,Inquiry-Based Science Instruction,45,45,45,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,safe1,Safety,14,14,14,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,rigr,Classroom Rigor,19,19,19,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,prs2,Parent Supportiveness,17,17,17,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,pres,Academic Press,28,28,28,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,perc,Academic Personalism,18,18,18,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,peer,Student Peer Relationships,19,19,19,1,0
2026,NO,Horizon Science Academy - Cleveland Elementary,HORIZON SCIENCE ACADEMY CLEVELAND ELEMENTARY,trts,Student-Teacher Trust,0,0,0,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,clar,Course Clarity,31,31,31,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,acno,Peer Support for Academic Work,42,42,42,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,trts,Student-Teacher Trust,33,33,33,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,stdy,Rigorous Study Habits,34,34,34,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,safe1,Safety,39,39,39,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,rigr,Classroom Rigor,34,34,34,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,pres,Academic Press,25,25,25,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,perc,Academic Personalism,35,35,35,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,engl,English Instruction,46,46,46,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,math,Math Instruction,35,35,35,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,engl,English Instruction,50,50,50,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,engg,Academic Engagement,30,30,30,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,acno,Peer Support for Academic Work,32,32,32,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,trts,Student-Teacher Trust,26,26,26,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,stdy,Rigorous Study Habits,35,35,35,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,safe1,Safety,42,42,42,1,0
2026,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,rigr,Classroom Rigor,27,27,27,1,0
2026,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,peer,Student Peer Relationships,19,19,19,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,engg,Academic Engagement,47,47,47,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,clar,Course Clarity,27,27,27,1,0
2026,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,acno,Peer Support for Academic Work,36,36,36,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,trts,Student-Teacher Trust,23,23,23,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,stdy,Rigorous Study Habits,47,47,47,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,slap,School-Wide Future Orientation,41,41,41,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,scie,Inquiry-Based Science Instruction,41,41,41,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,safe1,Safety,33,33,33,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,engg,Academic Engagement,49,49,49,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,prs2,Parent Supportiveness,26,26,26,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,pres,Academic Press,35,35,35,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,perc,Academic Personalism,32,32,32,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,peer,Student Peer Relationships,35,35,35,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,math,Math Instruction,42,42,42,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,humr,Human & Social Resources in the Community,31,31,31,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,futr,Importance of High School for the Future,46,46,46,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,engl,English Instruction,49,49,49,1,0
2026,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,rigr,Classroom Rigor,31,31,31,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,slap,School-Wide Future Orientation,49,49,49,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,scie,Inquiry-Based Science Instruction,54,54,54,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,rigr,Classroom Rigor,28,28,28,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,pres,Academic Press,40,40,40,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,perc,Academic Personalism,60,60,60,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,peer,Student Peer Relationships,41,41,41,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,math,Math Instruction,62,62,62,1,0
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,humr,Human & Social Resources in the Community,38,38,38,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,futr,Importance of High School for the Future,25,25,25,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,engl,English Instruction,81,81,81,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,engg,Academic Engagement,70,70,70,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,clar,Course Clarity,53,53,53,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,acno,Peer Support for Academic Work,44,44,44,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,trts,Student-Teacher Trust,7,7,7,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,stdy,Rigorous Study Habits,11,11,11,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,scie,Inquiry-Based Science Instruction,47,47,47,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,humr,Human & Social Resources in the Community,42,42,42,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,clar,Course Clarity,72,72,72,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,acno,Peer Support for Academic Work,78,78,78,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,trts,Student-Teacher Trust,19,19,19,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,stdy,Rigorous Study Habits,26,26,26,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,scie,Inquiry-Based Science Instruction,60,60,60,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,rigr,Classroom Rigor,14,14,14,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,pres,Academic Press,42,42,42,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,stdy,Rigorous Study Habits,59,59,59,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,peer,Student Peer Relationships,30,30,30,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,math,Math Instruction,47,47,47,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,humr,Human & Social Resources in the Community,56,56,56,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,engl,English Instruction,60,60,60,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,engg,Academic Engagement,38,38,38,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,clar,Course Clarity,20,20,20,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,acno,Peer Support for Academic Work,47,47,47,1,0
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,trts,Student-Teacher Trust,45,45,45,1,0
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,perc,Academic Personalism,44,44,44,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,math,Math Instruction,49,49,49,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,humr,Human & Social Resources in the Community,52,52,52,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,futr,Importance of High School for the Future,1,1,1,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,engl,English Instruction,60,60,60,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,engg,Academic Engagement,73,73,73,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,clar,Course Clarity,42,42,42,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,acno,Peer Support for Academic Work,53,53,53,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,rigr,Classroom Rigor,5,5,5,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,stdy,Rigorous Study Habits,1,1,1,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,rigr,Classroom Rigor,32,32,32,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,pres,Academic Press,56,56,56,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,perc,Academic Personalism,55,55,55,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,math,Math Instruction,41,41,41,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,engl,English Instruction,30,30,30,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,engg,Academic Engagement,65,65,65,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,acno,Peer Support for Academic Work,26,26,26,1,0
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,trts,Student-Teacher Trust,31,31,31,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,pres,Academic Press,5,5,5,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,perc,Academic Personalism,20,20,20,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,peer,Student Peer Relationships,6,6,6,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,math,Math Instruction,44,44,44,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,humr,Human & Social Resources in the Community,39,39,39,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,engl,English Instruction,60,60,60,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,engg,Academic Engagement,39,39,39,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,peer,Student Peer Relationships,44,44,44,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,acno,Peer Support for Academic Work,27,27,27,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,trts,Student-Teacher Trust,46,46,46,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,stdy,Rigorous Study Habits,53,53,53,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,slap,School-Wide Future Orientation,49,49,49,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,scie,Inquiry-Based Science Instruction,55,55,55,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,rigr,Classroom Rigor,26,26,26,1,0
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,pres,Academic Press,45,45,45,1,0
