Year,Region,School,School_Key,Measure_Code,Measure_Name,min,max,mean,count,Subgroup_Gap
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,perc,Academic Personalism,13,13,13,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,peer,Student Peer Relationships,19,19,19,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,math,Math Instruction,17,17,17,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,humr,Human & Social Resources in the Community,33,33,33,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,engl,English Instruction,45,45,45,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,engg,Academic Engagement,22,22,22,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,clar,Course Clarity,1,1,1,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,engl,English Instruction,72,72,72,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,trts,Student-Teacher Trust,19,19,19,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,stdy,Rigorous Study Habits,21,21,21,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,scie,Inquiry-Based Science Instruction,39,39,39,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,rigr,Classroom Rigor,35,35,35,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,pres,Academic Press,44,44,44,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,perc,Academic Personalism,33,33,33,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,peer,Student Peer Relationships,22,22,22,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,math,Math Instruction,41,41,41,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,acno,Peer Support for Academic Work,14,14,14,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,engg,Academic Engagement,72,72,72,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,clar,Course Clarity,14,14,14,1,0
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,acno,Peer Support for Academic Work,36,36,36,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,trts,Student-Teacher Trust,33,33,33,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,stdy,Rigorous Study Habits,28,28,28,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,rigr,Classroom Rigor,48,48,48,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,pres,Academic Press,67,67,67,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,perc,Academic Personalism,75,75,75,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,pres,Academic Press,27,27,27,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,math,Math Instruction,99,99,99,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,engl,English Instruction,72,72,72,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,engg,Academic Engagement,82,82,82,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,acno,Peer Support for Academic Work,23,23,23,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,trts,Student-Teacher Trust,1,1,1,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,stdy,Rigorous Study Habits,3,3,3,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,scie,Inquiry-Based Science Instruction,44,44,44,1,0
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,rigr,Classroom Rigor,1,1,1,1,0
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,peer,Student Peer Relationships,5,5,5,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,engl,English Instruction,45,45,45,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,engg,Academic Engagement,30,30,30,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,clar,Course Clarity,1,1,1,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,acno,Peer Support for Academic Work,23,23,23,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,trts,Student-Teacher Trust,32,32,32,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,stdy,Rigorous Study Habits,5,5,5,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,rigr,Classroom Rigor,1,1,1,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,stdy,Rigorous Study Habits,20,20,20,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,perc,Academic Personalism,60,60,60,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,peer,Student Peer Relationships,1,1,1,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,engg,Academic Engagement,1,1,1,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,acno,Peer Support for Academic Work,1,1,1,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,trts,Student-Teacher Trust,34,34,34,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,stdy,Rigorous Study Habits,66,66,66,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,slap,School-Wide Future Orientation,46,46,46,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,scie,Inquiry-Based Science Instruction,69,69,69,1,0
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,pres,Academic Press,1,1,1,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,perc,Academic Personalism,34,34,34,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,peer,Student Peer Relationships,22,22,22,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,math,Math Instruction,47,47,47,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,humr,Human & Social Resources in the Community,40,40,40,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,engl,English Instruction,51,51,51,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,engg,Academic Engagement,49,49,49,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,clar,Course Clarity,8,8,8,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,humr,Human & Social Resources in the Community,41,41,41,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,trts,Student-Teacher Trust,24,24,24,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,stdy,Rigorous Study Habits,9,9,9,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,scie,Inquiry-Based Science Instruction,28,28,28,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,rigr,Classroom Rigor,8,8,8,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,pres,Academic Press,21,21,21,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,perc,Academic Personalism,22,22,22,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,peer,Student Peer Relationships,15,15,15,1,0
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,math,Math Instruction,24,24,24,1,0
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,acno,Peer Support for Academic Work,48,48,48,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,engg,Academic Engagement,99,99,99,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,acno,Peer Support for Academic Work,99,99,99,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,trts,Student-Teacher Trust,19,19,19,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,stdy,Rigorous Study Habits,14,14,14,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,scie,Inquiry-Based Science Instruction,37,37,37,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,rigr,Classroom Rigor,14,14,14,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,pres,Academic Press,24,24,24,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,rigr,Classroom Rigor,40,40,40,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,peer,Student Peer Relationships,36,36,36,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,math,Math Instruction,28,28,28,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,humr,Human & Social Resources in the Community,26,26,26,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,engl,English Instruction,63,63,63,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,engg,Academic Engagement,35,35,35,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,clar,Course Clarity,1,1,1,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,acno,Peer Support for Academic Work,23,23,23,1,0
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,trts,Student-Teacher Trust,17,17,17,1,0
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,perc,Academic Personalism,32,32,32,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,pres,Academic Press,52,52,52,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,perc,Academic Personalism,53,53,53,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,peer,Student Peer Relationships,20,20,20,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,math,Math Instruction,64,64,64,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,humr,Human & Social Resources in the Community,40,40,40,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,futr,Importance of High School for the Future,3,3,3,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,engl,English Instruction,61,61,61,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,engg,Academic Engagement,91,91,91,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,engl,English Instruction,84,84,84,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,acno,Peer Support for Academic Work,28,28,28,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,trts,Student-Teacher Trust,45,45,45,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,stdy,Rigorous Study Habits,23,23,23,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,rigr,Classroom Rigor,87,87,87,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,pres,Academic Press,99,99,99,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,perc,Academic Personalism,99,99,99,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,peer,Student Peer Relationships,62,62,62,1,0
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,math,Math Instruction,84,84,84,1,0
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,clar,Course Clarity,49,49,49,1,0
